col1,col2,col3,col4
19757,3961,24241,22109
21664,14503,2040,13952
23459,9192,6390,23318
20077,22891,11303,5185
14787,20864,711,29918
3875,21382,27001,21038
16821,18430,25745,15110
127,6974,4859,23279
7845,24977,23770,20751
12245,24743,28655,29689
29811,5723,27507,9054
28344,20899,17222,21606
12363,12449,150,9454
19536,14296,700,5290
23215,16596,172,29145
9179,16403,16243,26915
18480,27540,27026,220
26461,15678,4341,7787
17432,6580,25305,2437
29889,60,11051,9761
15748,27845,20352,19157
13354,18731,28534,19491
1076,29319,24094,16669
2071,6462,28487,10096
16318,24965,29614,23557
21551,17505,8283,12410
3684,26132,2022,24222
19315,25335,16802,12128
4135,3169,20227,25121
29805,796,27048,6734
8832,18356,21858,27018
17871,6744,10052,28383
20877,25508,11068,7495
28617,15263,29501,8310
23372,8668,27676,19698
22465,24336,5889,28692
29439,19368,22163,17234
276,22109,13713,29395
6510,16845,2474,5074
141,12158,7377,28201
18056,17435,13934,669
2120,23306,18515,15324
24724,16116,27770,4190
15924,2318,22182,23528
13616,6529,16842,24918
4082,9273,170,28026
16917,23804,10717,27499
21319,10349,13183,1968
9788,11103,18304,1455
10838,359,20432,24503
29677,265,19004,16753
29982,8161,26774,21283
27704,24731,21502,12485
5803,28589,2891,29280
23705,9829,10348,20979
12163,17907,7532,23106
24967,2358,5675,18365
12664,7933,29041,22070
26734,380,15237,6074
28442,15503,15867,6025
4565,20654,10761,99
9678,2919,3574,20198
28504,17268,15614,4639
24324,5414,9795,23115
1825,26612,7163,7422
21978,24754,22861,152
21394,20296,16754,21943
23360,14817,13417,24296
27260,27522,8490,8453
25370,9572,25458,11916
11042,28437,12096,12296
6601,13877,28387,27031
10472,13801,10687,21403
20394,4892,15886,24999
519,25043,24018,23985
9238,21424,1534,23445
18405,15858,27493,7511
14781,21907,15358,11943
15439,24769,21135,12086
15013,22797,13557,20531
17328,26353,4744,10743
18351,23260,10026,7788
5464,9528,19610,9254
1423,3012,13562,7120
12579,20068,26626,16376
29140,10990,5573,7886
2455,15719,11652,13916
7100,28341,8683,11086
3114,1899,24062,27816
192,9809,4231,23190
20722,19151,13905,2147
26075,26237,16130,14138
7663,26144,10141,2402
13705,9419,16139,1820
20026,27988,12458,27831
26810,26845,10898,23334
9486,11589,28384,15233
14862,23056,26663,27063
3318,1270,10504,19600
23976,24121,15750,1101
6082,15447,1681,4663
6671,23503,10143,6675
11929,1689,5693,15005
10830,23028,22563,472
9069,27644,15535,4682
27363,5851,6756,26756
9745,20814,10985,28485
19050,7291,13725,23490
27501,28882,6403,28754
1257,7479,24972,766
13690,24974,14806,3135
8393,27139,2616,20589
3254,6702,15524,12463
6040,23681,24652,11272
6104,25608,22340,21438
17082,13784,11549,12920
22893,6859,21352,3768
11122,1388,9069,27011
21615,23687,21159,21342
24142,15593,3244,27395
1310,21537,15714,6450
27219,6076,8861,22123
19487,1477,26052,1649
26760,22275,24394,6882
9894,818,2944,20380
2343,10462,7517,1102
25254,24079,19664,23467
7642,29713,22405,1866
13730,10474,2117,29706
12624,9334,12178,20083
4368,16158,22691,24925
21767,16078,24810,459
17667,21708,26454,6967
21960,17446,21660,28627
11607,13081,26810,26180
7567,16720,13763,23151
19108,12108,26695,8080
11576,1928,28326,23115
26999,7906,3665,15301
25702,27764,13537,3756
23159,3216,20350,7189
12182,12250,914,29909
16077,25276,14545,10268
15040,22170,15381,17632
24514,11282,14156,29615
26237,19301,627,13564
17889,24457,14999,23782
6421,26303,23123,24061
19035,6315,16658,9671
22659,5993,8728,9082
29572,7948,1601,25056
2265,15662,4706,16400
187,28053,10171,13518
17288,8391,2455,18163
9603,23312,6413,7956
4893,5633,14443,6011
1331,11914,25238,1304
9506,6507,17240,21524
18474,12614,11529,11846
5769,21564,621,21398
12867,14279,8387,24570
2145,6173,5361,2472
1364,21348,11263,1501
24511,16083,11930,19993
1010,111,26102,27907
21598,2495,5181,15172
4023,21973,792,542
29469,21079,15403,13363
11906,20298,1610,20016
2614,16129,17382,16197
24029,28589,20655,16415
1613,2389,23167,7380
15775,24508,2681,6728
8471,11153,9914,23369
27137,477,27309,28536
6721,14643,4704,10017
6270,27898,19428,24230
4753,29152,12739,12269
2486,1602,23575,6788
12642,22588,162,10704
29585,13814,12761,13181
15740,28933,3674,29374
21042,16419,27936,1296
29556,4843,516,18637
7892,4134,10740,11215
7533,1591,21884,3315
8199,1383,11375,12577
7198,11944,2113,22941
7725,3990,29240,6899
25308,18627,24601,25735
22653,21880,24676,15692
14736,29670,5326,298
10411,22141,20063,5710
5596,15533,18494,24997
22645,12212,16942,15802
20699,28050,16970,4545
29515,16638,7714,6412
22439,7410,16033,643
24947,27455,2980,16331
27590,26171,24108,1216
19517,29031,17215,13037
17451,19253,22229,25305
29887,10012,392,6473
5150,27135,17629,11175
20790,21793,6291,4305
11597,961,13046,12095
11011,3420,12481,28893
10347,7604,5059,8657
26420,2739,24505,24237
18452,28504,9159,7164
7874,15466,18345,24523
12733,23472,6817,11585
19277,6422,29879,24286
1114,20408,11860,25876
5813,18711,4972,25627
28744,21461,9269,6332
20841,3974,24299,20693
21718,3146,27733,10402
28274,17475,18543,4805
11150,22720,16405,5550
1307,27447,470,18650
28205,29813,23347,26366
14666,4372,22949,21469
23155,11638,1587,15804
8779,22389,3583,15949
988,11163,19248,24882
23273,15637,14534,2261
22710,19474,5837,15416
6107,18025,16976,17770
5248,1349,14078,11298
11490,8200,10660,4125
23582,11292,28082,23405
23651,21253,20676,11681
22262,23034,28503,25469
24402,16304,13061,7362
13820,23987,28071,27258
3098,3833,7736,25139
702,5918,18022,5879
2966,2089,11793,27424
164,8011,9763,15580
19741,28496,6190,27170
705,19984,715,23566
11089,723,11468,2420
10261,10212,28952,14652
26825,28065,4710,22301
22920,7948,14406,23495
4910,10736,28025,14415
5291,13803,14631,14493
13073,14591,22175,20948
6864,11506,16337,14124
13945,19635,18892,3035
2755,17445,20087,2878
15340,5670,10243,26591
20111,20974,21265,7218
15513,10161,26938,17811
14252,22778,29353,19398
29627,16593,19873,1991
20125,7202,311,14566
7341,6872,12238,24394
951,3409,15721,27837
29895,27955,25171,26428
8645,24396,17988,27974
16263,1691,23249,25628
879,15765,25430,23214
10998,4065,15763,12729
29880,25618,7968,16664
27056,28248,9581,13054
10815,25464,13546,13968
22326,28659,1514,1013
8551,22719,18524,307
13818,12183,19672,4276
6915,22626,16384,312
11211,5804,24607,25228
18555,28393,6120,1574
5060,4584,21948,6800
12582,10785,2104,19613
4831,29958,29649,9849
2793,11283,7589,17341
28043,1674,23715,23678
8507,17670,16438,1598
14245,731,7204,10774
6890,22863,28002,25957
27115,20351,18696,3739
19951,13915,28359,12532
8695,10819,2965,13077
19270,6351,23316,6146
23119,5706,23663,4376
17557,18907,11227,1362
29477,21529,1107,25125
15264,5739,10227,5393
7627,29931,26239,18235
26634,2457,14396,14182
13729,26359,15359,13434
29298,3771,29372,10579
21800,24534,25204,20791
10989,10628,7207,914
22861,26640,16725,16324
24687,25322,20159,18512
11723,19222,20981,29321
19576,14586,29468,19056
3157,18828,13118,17135
17016,4922,19522,4574
3602,15228,16807,9280
8257,8059,28265,8500
26107,577,24777,26892
14167,23106,11284,14556
20001,25758,15040,27898
17062,6748,12370,7170
15701,17120,45,27982
25187,29566,13370,29889
11390,8076,12813,5745
5339,3010,25725,18171
3453,17030,18429,19049
21723,28875,3688,20339
6579,17986,26872,5498
12018,10093,23722,5360
298,29886,26963,2257
18647,8092,13631,3603
17416,21129,27181,2982
22730,27179,18506,18142
9498,10971,27006,5694
19402,28348,11910,11123
25642,27462,16242,22263
12755,21095,5883,10671
19052,7839,12872,25720
6188,9113,16214,25754
24001,11641,5924,14801
4602,11724,2869,19675
2424,28485,29422,20837
14980,12639,3972,11933
13299,8254,17878,19157
23397,27454,16747,28174
7220,6481,20321,21212
14282,9288,12810,3993
17409,26097,18772,1864
12230,29989,11312,27478
19791,23044,2157,27190
21693,13815,21016,22763
24930,13849,4168,26603
10391,28490,24260,16000
755,8544,29015,17169
19034,9906,6488,29607
17331,26910,8613,28204
7176,2319,23755,10080
18815,2979,8909,1708
11430,9606,21174,29056
15776,13136,20501,10998
4330,17899,10085,12437
22437,9946,13514,927
11043,11447,22925,28584
14201,17898,17172,4756
25539,25279,16116,13668
1228,28985,5766,26869
15186,95,9431,25855
8864,17424,20038,27902
7996,26250,23677,22558
9681,20638,23125,20103
6689,27069,6449,13322
1835,9268,18511,18278
28994,17604,11196,11117
27216,24258,27876,20796
21070,13845,18229,26206
27991,8542,16796,27486
10064,6883,438,1768
19460,9620,14755,3446
8615,22832,28670,14187
5345,27319,22227,17954
14022,1131,19604,13333
27899,1501,8358,4180
5958,29564,25187,21069
16185,29300,1482,27120
21554,5161,1932,10592
15088,11473,4508,22816
21285,18183,2393,24336
20045,3075,8446,7285
9355,15631,4641,27802
11778,3565,4043,2312
13584,21092,24129,28281
12106,27394,7038,18073
18098,24045,14836,2525
701,17819,21077,13313
10833,13602,3088,23834
15945,304,8175,17718
22788,22411,28506,26129
23268,13608,17921,9107
9825,22330,17087,24371
9414,7620,29085,24344
910,19160,22305,13567
19361,20787,8410,15396
28666,21517,10583,28066
25897,22245,27588,19282
2405,8348,9147,16927
23980,21942,22094,25847
13472,25770,20454,19675
8700,20438,15187,11139
1092,2374,9142,22501
7683,195,18313,741
3216,4506,17415,20345
2727,17772,18817,13000
15360,6204,4324,1670
17927,2582,9505,2331
22560,12059,15340,16896
4667,23776,1215,20638
11536,12231,11029,11511
27862,10535,4235,8599
13327,5622,2235,4039
27117,11948,6072,17931
10588,26272,16092,14896
10431,9315,11459,23233
14499,13181,22996,23740
13290,8553,26078,14794
2829,9902,17534,7099
9834,13151,8178,28957
14444,6092,23439,6169
19233,20519,21418,349
5827,21614,11807,8977
25571,615,12185,1352
21006,16082,2628,11085
23609,3795,649,11352
21805,12462,24099,23358
16058,18368,27597,2257
29487,8279,585,3841
5105,29626,26422,9579
1789,28834,10027,5906
8809,23695,6905,7839
15030,25887,7413,2463
7584,7167,843,9110
7552,22530,23048,18103
27307,1536,7997,24467
11583,20704,7981,16598
13564,24747,18947,18104
16496,5515,28970,16497
22238,4879,14806,20633
22931,13718,8755,7196
2198,21636,9212,10533
17374,23095,17781,7673
24267,29459,25539,26967
17085,16957,12774,22366
15448,1083,23619,11748
22153,8703,13959,20620
1611,16873,6441,7204
4166,1053,4072,4637
27156,8776,22487,4075
394,20120,829,1969
15415,21949,2035,26429
19868,9734,8289,1207
18074,16538,23978,13860
15557,2267,6284,25160
18300,5813,28689,356
12880,28433,19584,2916
16184,13253,22374,1952
6072,18939,4722,12743
10920,18784,27451,2142
25144,8684,15838,20317
7254,14181,22850,12286
8657,18810,5,5609
5035,14170,887,4286
227,26887,2286,2727
18128,1851,1516,14614
11292,19461,27930,18199
7265,9931,17581,12818
4376,15583,9876,25418
11554,13984,9512,12285
29433,28678,14305,22204
22202,6525,28782,25003
149,6947,21177,20282
21579,16151,6011,6379
1847,19189,27447,23704
13519,14290,9215,6219
9665,28088,22316,3907
19675,25067,12701,22096
14942,22809,7613,21619
21799,12625,25903,38
5545,21833,15717,26890
8321,24011,2741,10273
25833,9037,24518,12623
10745,19173,23610,27754
17823,28740,24839,18972
12939,1828,17789,10635
740,15801,28143,7336
122,1224,5885,20376
5821,10782,27435,28363
15960,3734,1404,4235
21821,25187,14418,1551
18187,27533,12834,65
24644,14976,11980,14510
20861,19777,11893,1981
8376,17101,7612,1572
26952,22774,12737,4260
11054,6475,6838,17074
6952,5334,2040,15596
2116,3662,25388,9110
5375,4704,12398,9792
19204,9986,16397,24740
21903,22942,2465,18961
11743,24333,15240,3859
2427,21333,10125,29107
15388,22066,8245,20692
19128,16141,9139,5045
22512,9794,2645,13158
1557,9430,14094,17534
21318,13644,3172,5785
19333,4102,27278,12577
1017,16560,12551,27373
11202,26186,3715,6506
11004,12522,1159,13798
22983,20450,6871,20725
20815,28543,21117,25848
7896,2418,22560,6809
22775,2693,20306,5962
3720,13926,7372,1959
16540,11678,1128,19165
6958,11195,26931,26075
21860,21829,24336,29217
3710,8922,28050,2670
18990,24685,17017,2192
22760,24229,5605,17221
1146,13226,4345,21868
22287,15604,17520,17455
25501,15835,23364,11647
19199,19937,15933,9479
4349,21979,19375,11936
17491,10356,16654,9853
26156,12840,11097,10908
20340,11484,26246,20929
22780,22946,29140,4110
64,11625,3341,6252
21576,28975,2215,18785
27065,7452,16295,27425
29027,27270,21900,4991
2550,13695,16482,3970
11471,11357,10589,9634
8429,11145,25016,3645
295,3141,5198,26405
26667,2296,27235,25434
1090,23008,16105,12641
6452,14466,21422,23311
25018,13118,28237,4379
9213,441,15292,22064
11892,18178,21772,6281
483,17818,12472,29470
28432,18167,2519,11157
25812,18566,6120,16692
11945,29038,21889,5271
25021,7817,8467,3612
23428,5263,5157,6542
6569,12199,3213,22253
3642,13307,19777,4757
16880,8344,5053,6229
16935,21549,20482,3524
11063,25252,29559,12514
5921,3273,494,3194
11675,12038,27019,6607
7878,1109,4560,21849
11427,805,25196,11143
20831,27212,5250,12952
14067,5304,27946,23155
3004,21588,25029,9533
21208,16972,27989,22920
855,16218,27167,29232
27484,18113,4956,18257
9370,20566,25731,4855
26859,19151,19400,12882
6283,16418,14369,11065
16415,6902,21517,4633
13277,1315,16147,26890
10896,4376,9329,18602
20452,28990,21303,12753
165,29260,3443,23819
10086,22570,29869,29776
17249,17266,16548,3478
12933,17376,22477,20449
25135,2874,28354,14042
26838,6586,11940,9941
28162,29753,25555,21554
1268,21999,8814,8302
19778,692,14707,9355
7093,7013,23350,28623
17166,24480,11377,9136
18130,21246,20605,3475
11644,19437,28178,10935
7107,3013,4061,435
1014,4264,25499,12370
4381,9598,5465,18978
598,17393,12202,10905
5296,20938,477,18833
15516,29106,13049,6007
2011,14029,17774,19013
28460,19958,4840,1878
8185,19066,18348,25044
3711,21890,28116,16302
12092,3665,16398,28079
24525,13451,25954,334
13004,8852,21797,26034
20702,14644,9791,21353
29671,29789,1748,5565
22442,2616,29467,21697
24553,9697,28468,17639
14374,23850,2416,19612
12604,1604,10361,29054
4646,5770,29970,22992
24491,26099,5991,23003
11045,13197,9293,17453
29119,9796,15955,3777
4550,822,21338,19204
7820,7236,27656,13457
20165,10735,22541,16060
18155,7423,4242,28346
11261,11405,2015,10573
22062,26488,17869,9213
13822,14791,12674,18575
13184,20057,5466,12765
16887,15067,7362,14986
25641,2718,18613,29594
21235,5060,27256,6232
18231,8393,15808,17167
29093,14263,4509,17025
362,14536,12724,10497
7514,6490,17632,5121
3865,6512,28503,23967
22400,16598,1727,11557
794,17101,21298,13251
26781,4333,10629,9850
28230,23528,27250,26031
1169,7614,18912,27868
6926,21749,27576,15606
25530,476,29872,8668
13328,22712,23036,27115
19991,17590,14342,9807
21163,25851,18552,21612
28498,10919,14002,1739
5097,15736,3267,5453
14859,11706,15049,28712
16848,26945,21604,16982
16491,3708,25666,9615
8616,15685,4766,17114
4333,29272,29847,16020
22374,7664,2701,3813
4461,12569,1575,28950
4922,25524,21938,21689
28754,26188,1600,28426
26354,26623,5829,8151
1057,27245,11433,5955
29883,19224,16661,11891
2160,29755,7941,12156
8436,29535,191,4545
16250,5727,9341,6911
12949,10696,23838,28148
19958,10009,13139,13796
1479,27887,20876,18601
18803,22794,386,21622
20835,29673,27905,25231
7062,19614,21262,9454
2247,26951,12810,27900
16461,3043,4270,4719
785,3968,15680,17814
4534,27950,8323,22015
14754,29307,15373,14572
11962,18401,26045,24343
22518,10856,23164,23470
26586,10980,7848,25227
21529,15906,14587,16673
24340,20398,16562,15053
13153,2682,12397,197
8821,10339,5648,11377
19585,20544,27365,3228
22532,4518,16392,8540
3657,8397,11706,10343
27024,11752,29882,17689
10477,24867,6333,9687
5833,6289,28024,14346
12484,28944,11880,22065
26124,2574,21163,16789
6209,21627,3845,15068
6871,11829,8172,3231
21995,12020,11574,24110
15730,2801,4625,4888
16567,24082,20374,19593
21741,7084,19312,20308
20513,26184,3151,24526
8580,15623,15552,17666
26304,15492,4445,7202
16251,29882,29244,27820
4880,7529,11636,5001
27887,28159,8608,27362
17412,26769,1638,29119
15100,398,12599,4086
25706,21339,18982,19665
6317,8914,29892,18040
22261,6159,2711,13970
22145,13586,16124,12824
20215,18972,18743,10050
20769,27004,576,18735
2669,25170,27160,16540
4535,19944,14561,15246
6786,13478,5969,616
6830,15566,26862,16982
14570,9278,16604,25545
6380,9935,2121,3128
21922,17768,21172,29996
6594,13084,19801,5068
1595,20417,4093,24352
15657,8808,28927,23277
26756,23538,2326,29266
3554,19829,12774,24192
10422,15744,7220,29318
20351,5161,2477,210
18927,1192,11540,16602
5698,23815,17090,15803
25727,25211,180,27779
14667,14961,20763,8997
20490,17271,9445,22060
28147,9739,4341,6696
10607,7992,7797,17721
15215,12768,8002,27951
25034,8168,17609,14812
16289,29809,4129,9777
24601,9434,25401,20783
12291,9695,26942,29849
5831,21320,24388,941
10373,13908,6145,19804
26685,5825,7065,20621
18716,27666,6862,12311
17335,6919,24700,8586
14759,26042,26064,11900
20935,19896,24581,4634
2277,16928,20928,11151
25944,9174,21205,14708
4210,26449,13382,3046
11328,11487,398,18032
15101,2052,22110,29972
23604,17601,183,21986
19965,26024,9152,1196
15709,8994,15086,26317
2095,3337,28167,21868
